i,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.0376,3721,4039,80.68160868146711,53.58305589284602,141.23076923076923,394.6
0.0376,3749,4039,72.021402480808,51.225145839461995,135.85185185185185,429.1111111111111
0.0376,3870,4039,64.8107877276095,49.436286876139235,146.65384615384616,394.1
0.0376,3917,4039,69.02282423074082,48.376457514515465,148.46153846153845,489.875
0.0376,3727,4039,88.66690193846838,48.8823295671302,131.07142857142858,432.22222222222223
0.0376,3764,4039,67.75813535793108,51.16815660676013,137.1851851851852,486.375
0.0376,3882,4039,58.437890467991714,55.32568871564151,141.8148148148148,477.5
0.0376,3922,4039,84.39108006817705,53.03866207138104,148.53846153846155,430.55555555555554
0.0376,3712,4039,80.04788804408317,49.92443252006301,140.53846153846155,433.8888888888889
0.0398,3916,4039,61.404989081778375,53.945157716459065,142.8148148148148,438.55555555555554
0.0398,3949,4039,67.46658685569943,55.17648254658832,149.6153846153846,437.55555555555554
0.0398,3893,4039,47.99114988192305,53.144380142878184,140.5185185185185,483.25
0.0398,3951,4039,64.92156963508425,60.09615726291703,150.0,479.5
0.0398,3930,4039,61.86002191103622,51.32171994934045,148.42307692307693,476.75
0.0398,3719,4039,69.21286733946903,47.289043893363065,141.1153846153846,487.375
0.0398,3902,4039,66.10553381982308,51.89856085193619,141.88888888888889,473.375
0.0398,3963,4039,76.81225182302754,49.98132784289338,169.6086956521739,477.625
0.0398,3916,4039,68.35121763092992,52.1937220592928,154.56,486.5
0.0398,3950,4039,75.55489128990033,60.996253888858305,150.0,470.125
0.0398,3944,4039,57.75943711940996,51.52341483771659,149.69230769230768,437.6666666666667
0.0398,3872,4039,66.84481991594548,51.79905445082936,140.11111111111111,433.55555555555554
0.0398,3962,4039,73.7950712233866,45.78963556399232,156.16,485.25
0.0398,3945,4039,77.47011714735424,52.6542925858768,149.46153846153845,393.5
0.0398,3922,4039,71.26881601522624,52.76763946905398,147.73076923076923,478.875
0.0398,3897,4039,66.5394296555332,56.04463469400072,147.80769230769232,491.5
0.0398,3882,4039,64.51053886537231,46.193524324404514,146.8846153846154,493.0
0.0398,3947,4039,71.09251184775526,49.490501041363046,149.6153846153846,439.3333333333333
0.0398,3884,4039,61.29295017992037,48.929758924399664,140.07407407407408,430.8888888888889
0.0398,3898,4039,68.92667978726237,50.142284599378236,141.4814814814815,429.77777777777777
0.042,3931,4039,63.06092882947022,49.852599013458736,143.11111111111111,492.5
0.042,3947,4039,57.401367154031604,51.011328731838645,148.6153846153846,488.75
0.042,3905,4039,70.26373848135788,50.47656379658123,147.57692307692307,489.25
0.042,3914,4039,71.73607352074698,49.058119179525974,142.85185185185185,485.75
0.042,3883,4039,46.93997236637331,54.451229898033304,141.5185185185185,437.0
0.042,3907,4039,62.581706693966545,49.52985231781447,146.30769230769232,473.375
0.042,3935,4039,75.8518750760034,44.02861811761241,149.19230769230768,550.8571428571429
0.042,3883,4039,61.54975228194665,50.153526649224915,141.07407407407408,553.8571428571429
0.042,3716,4039,63.286013949346774,58.702473487597175,141.15384615384616,430.1111111111111
0.042,3912,4039,52.47404567709996,51.360020797975565,142.62962962962962,437.77777777777777
0.042,3949,4039,61.68811719534786,53.755357127033804,155.28,439.55555555555554
0.042,3929,4039,66.5956701845994,50.95266317695409,149.1153846153846,435.55555555555554
0.042,3831,4039,71.61688097065264,51.910092971983204,134.14285714285714,491.75
0.042,3784,4039,70.99292891977476,47.64736478317513,138.03703703703704,471.375
0.042,3928,4039,65.46708017335683,57.83724590708223,149.34615384615384,477.0
0.042,3935,4039,74.65939420017946,50.5282505532931,148.92307692307693,481.875
0.042,3931,4039,67.91239024405391,49.93403166121198,143.4814814814815,474.75
0.042,3906,4039,62.10898690454659,62.440589069333896,140.22222222222223,436.8888888888889
0.042,3920,4039,54.56999173229492,48.09560416837281,154.56,551.4285714285714
0.042,3767,4039,68.65244045670563,47.189529608290954,136.22222222222223,542.7142857142857
